transaction_id,transaction_datetime,merchant_id,transaction_type,transaction_amount,transaction_status
eecf940c-9bed-4dcf-af0a-3369f1e389ce,2025-03-21 09:13:31,M001,delivery,8.67,completed
7020685b-afa7-4a2c-acb2-30ca5ee3b7ac,2025-03-21 10:28:49,M002,delivery,7.68,pending
7ab6523b-08a7-480d-815a-63cfd777da79,2025-03-21 16:14:48,M004,dine_in,24.93,completed
07badd6f-bf05-41af-9c1f-ee9f8fe28a41,2025-03-21 18:13:02,M003,delivery,34.93,completed
0ef7a5f1-b082-43d0-af95-c0159837fe45,2025-03-21 18:21:38,M002,delivery,33.19,completed
df60f89a-d7f1-4fee-b22e-45b40d90cce1,2025-03-22 00:10:28,M001,dine_in,26.55,completed
bb2d8af9-738b-47d4-8ff8-9733412aa120,2025-03-22 01:05:23,M003,dine_in,19.2,completed
345d0f01-5f93-48b3-b215-121d0e99e088,2025-03-22 03:25:24,M005,takeaway,73.37,completed
16f8231f-2921-42a3-a5bb-892918d0e402,2025-03-22 07:30:33,M004,delivery,4.352580383981193,completed
be3edce2-eeda-498b-94b0-f9a8506973bf,2025-03-22 07:56:26,M001,takeaway,40.97,failed
d08b3a96-8b58-41dd-91d5-27a668c14aa9,2025-03-22 08:59:56,M001,dine_in,26.3,completed
d6266967-7ea2-4dd0-a7e8-8abcee6ef2a7,2025-03-22 11:27:58,M002,takeaway,65.36,completed
289c75dc-5690-48b3-adc1-982d47db2d7c,2025-03-22 12:59:34,M005,takeaway,86.75,completed
2bbf4a7d-7fed-405a-bf02-66fe4a6d574a,2025-03-22 14:50:38,M001,delivery,86.23,completed
98d96647-66be-4cea-a55f-b1df1eb21858,2025-03-22 15:28:22,M003,dine_in,76.44,completed
950bb0a5-3496-4a28-8cd3-ee8b4d401595,2025-03-22 18:41:56,M004,takeaway,56.35,completed
7660e42f-a43b-43a4-82f3-b60676f2c76c,2025-03-22 20:56:15,M003,dine_in,44.47,completed
941de292-8ae0-465d-a495-4750d4b482d4,2025-03-22 22:12:09,M002,delivery,16.06,pending
bda792f3-f954-4d8f-b2a3-c4606c6c95c1,2025-03-22 22:52:25,M002,delivery,69.19,completed
16d7485e-5cc2-470c-ba98-94dbccb41054,2025-03-22 23:18:01,M005,takeaway,37.32,completed
0722abde-855b-4dd0-9d80-311ab637049e,2025-03-23 00:50:26,M005,takeaway,89.37,completed
99ae489f-cc6e-45ad-a128-a691a4233f21,2025-03-23 01:20:22,M003,delivery,80.93,completed
101b18d3-ad84-4c16-b092-b59b8e06a5b6,2025-03-23 02:11:36,M004,takeaway,63.49,completed
8618b777-b610-4018-85cd-c5e5b5957305,2025-03-23 07:50:12,M003,dine_in,28.98,completed
7ec53dd7-9983-44e8-8ecf-1224dc928b05,2025-03-23 13:36:40,M001,dine_in,28.87,completed
afafe965-a346-4cad-8be3-5430e7e08292,2025-03-23 15:23:54,M005,takeaway,91.28,pending
6130aa8a-1389-459e-888b-0d117f3fac9a,2025-03-23 17:50:44,M002,delivery,75.66,completed
da104120-35f1-4f58-b064-49113405419b,2025-03-23 21:14:14,M002,dine_in,42.3,completed
110d3087-71d4-4352-ae24-4eee62d8f1e9,2025-03-23 22:56:32,M004,delivery,42.83,completed
7e5ba440-e087-4f7c-afe7-2561462bf98f,2025-03-24 00:27:40,M005,takeaway,55.77,completed
8ca4a08a-000e-485b-a2cb-cc7491fb34ec,2025-03-24 02:42:54,M001,takeaway,91.71,completed
09bc717d-f474-4fb6-bf1e-c71b4b5f051a,2025-03-24 05:15:45,M001,takeaway,35.35,completed
242f2f37-b9af-4265-9eb6-d88e193634a3,2025-03-24 06:10:06,M004,delivery,118.66,completed
00b89b21-30a7-4114-bd02-18d315a7c664,2025-03-24 08:25:10,M002,dine_in,38.41,completed
ca3e0555-8fa4-47c0-8585-693c4320ca44,2025-03-24 09:48:55,M001,delivery,13.56,completed
f929e6a3-84a0-4a18-bda0-7eef38fca860,2025-03-24 11:47:59,M005,delivery,86.74,completed
bc9b6abe-99b0-448b-b795-b818e4df498b,2025-03-24 13:46:48,M002,delivery,86.09,completed
dc056f9c-a4aa-44c0-8093-559e7c177bf3,2025-03-24 14:10:15,M001,dine_in,1.2709348499018704,completed
2c23ec2e-8431-4c38-a25a-f565a8b79116,2025-03-24 14:45:34,M005,dine_in,59.08,completed
209a57cc-8977-466a-b87b-0fc0f43aeb52,2025-03-24 14:52:26,M001,delivery,94.22,completed
a8087bff-2683-4002-9a34-0346a90e24b8,2025-03-24 16:52:25,M005,dine_in,89.33,completed
04b1fcbb-015c-43cc-9eb5-3e47fc51657a,2025-03-24 18:21:31,M004,dine_in,34.22,completed
c6da27ca-7179-4d64-bb00-e32f1873e5cd,2025-03-24 19:07:44,M005,dine_in,23.65,completed
ad5afbf3-5f00-4dd7-a8eb-08469223f980,2025-03-24 20:21:36,M005,takeaway,27.84,completed
df4e41ec-bb4e-4ccd-a3d1-8979cda5e930,2025-03-25 00:28:44,M001,delivery,52.26,pending
eb44533f-f111-4f97-9841-f001649a96e0,2025-03-25 02:41:01,M001,dine_in,60.64,completed
e9225c55-bcb9-4d4f-8836-c393a0d1bc5e,2025-03-25 06:02:11,M005,dine_in,37.94,completed
8e688daa-33b0-44bf-814a-f8bbdbe469f9,2025-03-25 06:44:07,M002,dine_in,3.5345443789506854,completed
02a4deb6-7a2e-43de-aa95-577a0d1ad2a3,2025-03-25 09:15:24,M001,delivery,73.34,completed
b332ba06-270a-4319-8e6e-dea16195e451,2025-03-25 12:04:00,M004,dine_in,104.24,pending
fc3f5f90-97d4-47e5-830c-2844b0fb8b3e,2025-03-25 12:07:07,M005,dine_in,56.43,pending
9affc5e3-4a1c-4602-9f68-50615c1d8581,2025-03-25 15:53:33,M003,takeaway,23.31,failed
2b4a0a52-d330-4b6e-a306-d3d86fedc03d,2025-03-25 18:17:19,M003,takeaway,68.88,pending
7e9d3ccd-adf0-4ad2-ae92-cd921adaab98,2025-03-26 01:56:04,M001,dine_in,28.76,completed
b6476390-1f1a-404f-895d-1ddf633912bb,2025-03-26 04:46:12,M003,takeaway,68.26,completed
7edb7c52-7423-451a-9edd-eba8a59fc958,2025-03-26 07:47:03,M003,takeaway,48.8,completed
f04cac94-aa80-4568-baa4-de8219cb9037,2025-03-26 09:31:06,M004,dine_in,27.1,completed
8e977e5e-ea51-41c8-8847-730da14cdd11,2025-03-26 09:34:22,M004,takeaway,61.32,completed
49e1f40a-19ca-4bfe-a1d3-78976e5a4489,2025-03-26 12:26:41,M002,takeaway,38.03,completed
e76e2615-976e-421b-8e77-151e8e08422e,2025-03-26 12:51:23,M002,takeaway,96.02,pending
c9d66276-c299-4bf1-aced-91377f39c4ca,2025-03-26 12:52:10,M004,takeaway,40.5,completed
7937cd55-e6d6-4a3a-84e0-baf6c801fffc,2025-03-26 13:34:56,M002,delivery,43.37,completed
d7471991-44f5-47f3-be58-b04290734931,2025-03-26 13:46:48,M004,takeaway,12.16,pending
7fd2b743-61a1-412d-b37b-fe9145848db9,2025-03-26 19:28:44,M003,dine_in,53.26,completed
74e39204-ec80-41d4-89b0-94e4763f93d2,2025-03-26 21:01:36,M002,dine_in,67.05,completed
68ca2e43-99d8-4547-a514-bb5df7fd0e4e,2025-03-26 21:56:06,M003,dine_in,19.57,completed
f5312cc9-8da4-4ea3-8a3c-52e7d0e06453,2025-03-27 00:39:44,M001,takeaway,73.16,completed
f0751991-d528-4412-a28e-353e9576c941,2025-03-27 02:17:09,M004,takeaway,63.88,completed
e1858a90-f578-4aca-a315-8d13612b1c49,2025-03-27 02:43:09,M003,dine_in,72.54,failed
c81d6dda-f3fe-4f96-a1c8-ca2f3fbb9183,2025-03-27 06:20:34,M001,takeaway,61.38,completed
52b05b7c-44ce-4227-a6a5-872bfc201c78,2025-03-27 06:35:40,M001,takeaway,16.44,completed
c38177b9-4ed5-4cfa-8269-02cd06da0ae5,2025-03-27 10:04:00,M005,dine_in,65.67,completed
d1acdeee-e99a-4cf8-bb53-1278039efaea,2025-03-27 11:12:49,M005,delivery,60.78,completed
b73211bf-0674-41d2-849a-3ddf716b6207,2025-03-27 11:47:38,M004,takeaway,10.16,completed
60390144-d8a3-489b-ae58-7a20e5a67efa,2025-03-27 16:36:21,M002,dine_in,16.61,completed
3e5c84f9-1d62-4165-94ca-3e23f732dfc4,2025-03-27 17:05:01,M005,dine_in,43.72,completed
459e7801-4489-4f0e-b508-37e8c0e68c55,2025-03-27 22:08:59,M003,delivery,62.73,completed
2de2c9d3-c454-42e7-8cb2-852ca3300abc,2025-03-27 22:09:40,M001,dine_in,31.21,pending
dda06b4a-2036-44aa-a4da-67177e0e1778,2025-03-28 05:23:09,M001,dine_in,14.5,completed
65f02f68-5497-419a-85ec-30a0b35c0d19,2025-03-28 06:04:40,M004,takeaway,85.29,completed
9cd7ea5f-6a66-4197-97f7-e395377df34e,2025-03-28 09:39:23,M005,dine_in,44.07,completed
4210cc42-5abb-433d-804c-188dc26686d0,2025-03-28 10:33:54,M002,dine_in,25.48,failed
4d0c77c0-658d-4c09-bc26-c42856975437,2025-03-28 13:19:33,M001,dine_in,18.84,completed
5e2afb87-4bc8-4a53-a8ba-f9d8f5f3bdd7,2025-03-28 14:54:34,M001,delivery,23.23,completed
d48375fd-d601-45a2-a884-91d281b14b4c,2025-03-28 17:15:42,M004,takeaway,53.2,completed
da8d1e5a-0d95-4ad8-ba11-1b910321ff20,2025-03-28 20:37:14,M005,delivery,49.94,completed
f083c765-3aef-44f6-97b3-cd6025f1a81f,2025-03-28 23:05:15,M003,dine_in,40.06,completed
64673f28-117b-4a43-82c9-3725c99a50f8,2025-03-29 01:27:52,M001,takeaway,64.4,completed
fd4c7043-c643-4e4e-9763-f9e2a2a97d46,2025-03-29 02:18:53,M002,takeaway,104.59,completed
dcfdabe7-3886-43a4-97c9-5f97bef21a7f,2025-03-29 02:36:07,M003,delivery,43.13,completed
137e791e-6f5d-4132-8c63-1fe6d2dd4ca4,2025-03-29 03:44:05,M004,dine_in,26.85,completed
23a80d6c-645b-4a02-b813-d520c0f4725c,2025-03-29 04:05:06,M003,dine_in,76.66,completed
39f2cdf4-78e4-4f77-814c-0f56230104b1,2025-03-29 08:12:00,M005,dine_in,36.65,completed
6dc7e336-7035-4bd0-9604-ff8ff40300cb,2025-03-29 08:50:11,M003,delivery,49.44,failed
5e1bf6e2-77d5-432c-be4c-b046e808767d,2025-03-29 09:33:04,M005,dine_in,31.1,failed
be3579a8-9eb9-4076-a3ea-06d3caf17e13,2025-03-29 10:26:07,M002,delivery,44.62,pending
2a7958c9-16c1-4d31-bfcf-2dc981f321e4,2025-03-29 10:27:50,M003,dine_in,66.2,completed
a8056559-330e-4b73-a332-1c1dd3db6590,2025-03-29 12:47:57,M003,delivery,74.3,completed
dd004c7f-28f8-4a8d-9001-b3bd8b2b042b,2025-03-29 14:37:15,M003,takeaway,48.75,completed
f48ee813-305b-4813-8a9e-61d68bd8f358,2025-03-29 15:39:49,M005,dine_in,67.26,completed
946d1dcf-7559-4a53-83b3-6a7c6f537047,2025-03-29 21:03:13,M001,dine_in,50.47,completed
94135557-1398-4c2a-a69a-16dcdceffe55,2025-03-29 21:57:02,M001,takeaway,118.73,completed
e90bf842-1715-40a6-aa01-29c2824cef6c,2025-03-30 00:29:30,M002,delivery,46.26,completed
6e2fecb1-7da7-416e-a751-1bf830eae86c,2025-03-30 01:25:55,M002,delivery,32.16,completed
8095df2a-618b-4ade-b97f-1d189f4cd711,2025-03-30 02:24:07,M005,dine_in,29.0,completed
6f81185e-c9f6-494e-9eca-533911706c3d,2025-03-30 03:24:04,M004,takeaway,62.65,completed
dc47d004-c393-4280-ab4e-af6b2b8559cf,2025-03-30 04:42:15,M005,takeaway,110.3,completed
5af68765-0e29-4270-a899-853adc0f7b21,2025-03-30 04:53:48,M001,dine_in,28.59,completed
00baea67-20ea-40b1-8d46-be2b1c918da9,2025-03-30 09:13:53,M003,dine_in,11.21,completed
97fd8e76-fa99-4e76-a674-8503682b4805,2025-03-30 18:45:15,M005,takeaway,55.75,completed
c58ebef0-b12a-48f1-999a-9cbaffe45cda,2025-03-31 02:11:23,M005,takeaway,54.22,completed
7d0a7160-3635-44ee-85ca-d36cf760a5ea,2025-03-31 02:40:12,M001,delivery,80.53,completed
7e3c7ced-5c07-460c-b065-f158ecd4a944,2025-03-31 03:34:29,M003,dine_in,51.88,completed
6bec282a-fdcc-4d0a-b092-48f33d38f93d,2025-03-31 06:37:50,M002,dine_in,53.53,completed
48fcc4fc-4201-40df-b3d5-bf63740a0f2c,2025-03-31 07:21:20,M003,takeaway,45.55,completed
b7dda353-8fb1-44df-9cb2-cc62575564d2,2025-03-31 15:08:30,M003,dine_in,52.05,completed
05911ab0-74ff-4b45-85b6-4e513818f677,2025-03-31 23:22:46,M004,delivery,10.5,completed
97aa963b-b3f4-46d5-a91d-ec1348f96baa,2025-04-01 10:53:43,M002,delivery,95.44,completed
cd3cd984-0477-4efa-8c66-466d74cafd9b,2025-04-01 11:48:27,M003,dine_in,64.83,failed
0a52a765-e29b-46fb-8d45-87d1a8c822a6,2025-04-01 12:17:15,M001,delivery,85.84,completed
bcb8b4b4-1be0-4ae6-97d3-161679289fa3,2025-04-01 12:43:11,M003,takeaway,55.93,completed
e3191013-d7e7-40cb-a792-06da84bfebbc,2025-04-01 12:58:59,M005,delivery,22.2,completed
70e65cbb-9f2d-428c-a47b-76f957400e9d,2025-04-01 16:02:43,M004,dine_in,14.77,completed
f7ca7dc4-8200-4a56-848c-183e1b27f277,2025-04-01 19:45:35,M004,delivery,43.46,completed
603d8fb9-8a38-4d15-a0ac-c5668ff4efbc,2025-04-01 20:39:54,M001,delivery,59.43,completed
9d61102c-f148-4ef5-8dc7-5b50f361db77,2025-04-01 22:37:53,M001,dine_in,130.34,failed
f099ed23-436d-467e-a606-57947f8d9e1c,2025-04-02 00:10:49,M002,delivery,33.04,completed
86a6c711-76a6-4d4a-9708-54304f9adcb4,2025-04-02 01:55:50,M004,delivery,51.14,completed
e5023a3d-1501-4b54-b69e-695423b6ac80,2025-04-02 05:36:12,M001,delivery,11.73,failed
417dcbd7-86a5-46c4-b0c1-2d6c976ddc43,2025-04-02 06:12:21,M001,delivery,103.79,completed
973eeffb-8afe-481b-b4f3-e3a51eef9d43,2025-04-02 08:19:52,M005,takeaway,50.09,completed
bb393be3-6204-4653-9775-36dffe7100b9,2025-04-02 09:16:38,M002,delivery,39.44,pending
b39d92c9-5a98-4490-b26a-27d548283308,2025-04-02 09:34:55,M004,delivery,60.19,completed
a61065f2-864f-4d71-a75f-992eedb8c86a,2025-04-02 14:53:42,M001,delivery,26.99,completed
fbc09e8a-1c6e-43ab-8503-c6c8155f16db,2025-04-02 16:46:46,M003,takeaway,86.74,failed
ad556d90-744b-4848-a427-141034b0d466,2025-04-02 16:58:01,M003,takeaway,23.17,completed
547e4b31-54a3-4f22-a4b2-e4cf1892709d,2025-04-02 17:00:03,M002,delivery,57.24,completed
635bb441-ace3-47f5-a3aa-8a8ce9913437,2025-04-02 18:08:18,M002,dine_in,7.51,completed
2637bcdb-e197-462f-a94e-208be6e6c151,2025-04-02 20:58:33,M001,delivery,31.33,completed
a4ecb770-c231-48e7-bc7f-d365002e00a8,2025-04-02 21:57:18,M001,takeaway,36.55,completed
46d0b515-38e7-4422-b688-c6685566030e,2025-04-03 05:23:56,M001,delivery,49.4,completed
aff3dbf2-e682-485c-8e19-3f0ebb9110f1,2025-04-03 07:06:56,M004,delivery,7.813433032287628,completed
daf4d2c0-08ba-4f14-93e1-56ba9ad68474,2025-04-03 08:56:25,M003,takeaway,105.21,pending
50739423-1283-4235-843f-6ba6febcead8,2025-04-03 15:29:08,M001,dine_in,57.98,completed
c0411190-0b33-424a-abdb-fd945736d537,2025-04-03 17:39:52,M005,dine_in,17.06,completed
c2b1605a-01c3-422b-82e7-fce79ae7adf4,2025-04-03 20:34:29,M004,delivery,1.97,completed
94988d96-eab1-4198-b288-a50607410a03,2025-04-03 22:02:39,M004,takeaway,98.07,completed
9c6df0c3-2bc9-49cb-bf84-702665ab894d,2025-04-03 23:07:51,M002,dine_in,40.79,completed
a775dc41-0c48-4136-a2be-f1513182b1c5,2025-04-04 02:00:23,M005,delivery,97.18,completed
015fce48-3210-42c9-b6ae-d8a3689fc449,2025-04-04 05:19:38,M004,takeaway,44.95,completed
917cfab8-5ba5-4d24-be91-27cbb536d2a4,2025-04-04 05:47:12,M004,delivery,0.69,completed
e8371de3-c7d9-4edf-b721-59cc8593a668,2025-04-04 06:26:03,M004,delivery,79.13,completed
5e82b818-7ff4-474a-a619-f69e954b0560,2025-04-04 21:13:58,M005,delivery,71.04,completed
83e27879-1683-467a-b3cf-1844492a2095,2025-04-04 22:58:21,M004,dine_in,62.64,completed
1300e394-3e3a-49bc-9dd6-1afc540f4946,2025-04-04 23:04:21,M002,takeaway,36.37,completed
acf309f8-d33d-43b6-adb1-b088991c3ffd,2025-04-05 00:39:30,M002,takeaway,119.01,completed
c8bfc727-8e06-494a-8b24-98d3cf69babe,2025-04-05 01:00:21,M003,dine_in,82.28,completed
4d189fdf-f4cd-41ae-8158-ec429dada885,2025-04-05 01:41:33,M002,dine_in,77.01,completed
1567af00-0c85-4a24-9cdd-4b185ec7c083,2025-04-05 02:49:21,M004,takeaway,58.18,failed
d98725aa-1644-4f75-9f66-902c87c02bb4,2025-04-05 04:44:16,M003,takeaway,26.83,completed
bd942cc5-bd7b-42c4-b911-33a8231edf0c,2025-04-05 07:55:38,M002,delivery,1.0619016599768438,completed
face8b1c-7706-4217-ba41-fe61fef98d81,2025-04-05 08:10:12,M003,dine_in,65.45,completed
a95f429b-e6e1-4991-860d-649f16bc7818,2025-04-05 09:36:03,M001,takeaway,9.419360621747462,completed
a02b9cac-9cde-4262-8213-b52a567bccb1,2025-04-05 09:50:53,M001,delivery,76.57,completed
2b9af46b-e075-4764-a868-25896afdba44,2025-04-05 09:59:32,M005,takeaway,8.511146112300649,completed
1330fcc4-c9b2-449e-be5a-8f9450253620,2025-04-05 11:09:42,M005,takeaway,113.11,completed
aa973820-a39d-44f4-b9e2-da9efd1cdf91,2025-04-05 12:56:12,M003,dine_in,15.33,completed
17944693-8aab-41b9-afea-40b686f0fe56,2025-04-05 21:46:50,M004,delivery,56.87,completed
5ca59526-cbd4-41ce-97eb-4b95367e97c3,2025-04-06 02:01:55,M005,delivery,51.08,completed
e347ad7b-fb09-45a9-be86-3e2cab403727,2025-04-06 02:10:29,M003,delivery,34.05,completed
767eb9ae-e714-482c-b997-35e4d73411f9,2025-04-06 03:13:51,M002,dine_in,44.17,completed
cfea1b10-085a-435d-908e-4e340e19661c,2025-04-06 04:08:13,M001,delivery,41.48,completed
ab8ce145-b99a-4db0-a2e4-2a16a6ce480f,2025-04-06 04:15:20,M005,delivery,24.8,completed
e2dde3cf-51b4-411f-aa05-f34540734887,2025-04-06 07:17:49,M005,takeaway,52.02,completed
d994d625-4be1-412b-b7d1-c8ada0d03995,2025-04-06 08:08:18,M002,delivery,36.37,completed
223368b8-d230-4421-a619-a4affddf52ae,2025-04-06 08:25:13,M002,delivery,73.39,completed
b065445c-72ee-4b41-beb9-92200eae0521,2025-04-06 08:29:54,M005,takeaway,74.09,failed
15fe902d-cb52-4353-ae3a-df8bfab7ec16,2025-04-06 13:43:55,M004,delivery,59.13,completed
b7c05a88-29a6-404a-a2ff-e1896075db8d,2025-04-06 18:43:10,M003,delivery,42.4,completed
471b1b26-72c6-4ecd-9dc8-f917fc0a3c14,2025-04-06 21:24:33,M005,takeaway,60.44,completed
15cbffaf-b0fc-4c60-8b2c-eebd91f4fd62,2025-04-06 21:42:24,M002,takeaway,37.46,completed
0d7b5867-b2c3-4549-847a-3cf41ffac105,2025-04-06 21:53:00,M002,delivery,93.06,completed
7c86c0ab-0750-452e-803e-11f344195e9a,2025-04-06 22:25:21,M003,dine_in,75.03,completed
5b9dd645-08d2-46e4-b6cc-5f6ff5b02884,2025-04-06 23:05:51,M001,delivery,52.21,completed
58109803-6030-43df-9af7-510bb55bee65,2025-04-06 23:12:45,M004,delivery,38.88,completed
11b2aa1f-fc79-41ff-9f76-1fce8ab3ce3f,2025-04-07 00:28:40,M001,takeaway,97.5,completed
0f9ba526-61fe-48ec-83cc-84e66e7723f8,2025-04-07 03:12:38,M003,dine_in,6.957222693733104,completed
b4fa0d45-ce4d-47b4-8d69-ce6f37fde369,2025-04-07 03:52:37,M005,takeaway,49.1,completed
6fdd0f78-ab59-41de-b5f5-8406a22cdf7f,2025-04-07 07:50:24,M004,takeaway,16.84,failed
28f33c95-41c0-4b0a-9b57-69ac1142b853,2025-04-07 08:06:52,M005,delivery,41.81,completed
d064e632-4585-447a-8f86-7443b785c932,2025-04-07 12:17:40,M005,takeaway,33.73,pending
e445d148-ce73-4011-9c80-290c79ebc9b8,2025-04-07 12:44:03,M001,dine_in,86.65,completed
7cd480b1-11bb-4250-9559-dde97d437052,2025-04-07 15:54:08,M005,delivery,45.94,completed
1cdbb015-cd0c-4575-8e83-c4ad8b69b829,2025-04-07 16:10:50,M005,takeaway,116.43,pending
d4c6b4a5-9533-4fed-be47-c1a162663fdb,2025-04-07 16:34:39,M001,takeaway,98.93,completed
92723761-c11b-42aa-9f3d-1206a56ba5ed,2025-04-07 19:31:29,M003,delivery,27.52,completed
137e7f20-03c2-4834-a60e-46f9057a917b,2025-04-07 20:27:54,M001,dine_in,80.99,completed
44145b10-0c02-47b1-9f2c-3eee0384019f,2025-04-07 21:10:53,M002,dine_in,78.65,completed
bba59081-8ece-4c35-8ed3-17106f7df82a,2025-04-07 22:33:13,M004,dine_in,83.82,completed
68957073-fd9d-4aa1-8bd1-0354827afd30,2025-04-07 22:37:04,M002,delivery,5.020430745326683,completed
0ddb7b6b-d8e2-4194-b726-a82713167b69,2025-04-07 23:20:25,M004,dine_in,6.62,completed
7dd5de6a-5606-4499-8e61-07e699842f90,2025-04-08 00:25:12,M003,takeaway,35.27,completed
9e018aa2-b3b5-42a1-ba9c-b096754145ea,2025-04-08 04:30:15,M003,dine_in,34.69,completed
119f0c78-10ff-450b-9755-e916e9594360,2025-04-08 11:18:45,M004,delivery,57.82,failed
c8111357-200e-4296-ae70-22fdc8812f91,2025-04-08 11:27:18,M004,dine_in,53.65,completed
5cbb3456-c731-4a7b-a0dd-546d55142f5c,2025-04-08 18:53:49,M005,takeaway,24.08,completed
144d7bfa-82f5-4bb4-9371-6d77a8b12354,2025-04-08 20:02:26,M004,dine_in,65.84,completed
f85d3042-7713-4329-94c7-7c4451da72c2,2025-04-08 20:09:59,M002,dine_in,84.46,completed
01db2214-7eb1-48f5-91ef-91ad9fe25729,2025-04-08 22:23:02,M001,dine_in,58.76,completed
03f60f2e-f8ce-40fe-b818-95049138ff0e,2025-04-08 22:26:09,M001,dine_in,42.03,failed
7a43b0b4-3b99-47d3-9cb0-94e2cd1d6848,2025-04-09 00:59:02,M001,takeaway,69.51,completed
af6074ad-d219-4853-99f3-6e0a273fe459,2025-04-09 02:04:16,M003,takeaway,56.02,completed
b7d94721-08c8-40fa-b5db-a83e003785bd,2025-04-09 11:01:46,M004,takeaway,4.090480319598798,completed
8bc8da06-e19e-4467-9907-dfaf2d1ee1e3,2025-04-09 11:35:50,M005,takeaway,69.1,completed
9ad76621-8e38-4a69-986c-75573200b5a6,2025-04-09 12:22:45,M005,takeaway,36.94,completed
7d52007d-8c96-4001-b4b9-5d5c07cc885a,2025-04-09 17:11:00,M004,delivery,67.34,completed
d81b04f9-5660-4336-b7fa-12b9065ef2a0,2025-04-09 17:45:13,M002,delivery,108.82,completed
1219027c-9b43-4c7f-a255-73cede5204d8,2025-04-09 18:31:56,M005,delivery,36.51,completed
e7c9c0fd-45a1-4186-8485-62d9326f47a1,2025-04-09 19:02:45,M001,delivery,58.94,completed
